"mean","se","p","lower_0.99","upper_0.99","lower_0.95","upper_0.95","lower_0.9","upper_0.9","lower_0.99_q","lower_0.95_q","lower_0.9_q","upper_0.9_q","upper_0.95_q","upper_0.99_q","SiteName","group_name","group_num","study_num","Rhat","Rhat_upper_CI","parameter","grouping","Period","Latitude","Longitude","maxTempChangeAnnual","se_maxTempChangeAnnual","meanTempChangeAnnual","se_meanTempChangeAnnual","Study","StudySite","trajectory_ID","minYear","maxYear","maxTempChangeAnnualSample","se_maxTempChangeAnnualSample","meanTempChangeAnnualSample","se_meanTempChangeAnnualSample","maxWaveChangeAnnualSample","se_maxWaveChangeAnnualSample","meanWaveChangeAnnualSample","se_maxWaveChangeAnnualSample.1","bigWaveYears"
0.049728,0.0465462,0.853778,-0.0674312,0.173909,-0.0372031,0.145003,-0.030629,0.120945,-0.0713617,-0.0405397,-0.0258439,0.127423,0.143121,0.171398,"PISCO_subtidal-ARROYO_QUEMADO_E-8-24:PISCO_subtidal","Southern California Bight",23,50,1.00384,1.00417,"site_slope","Ecoregion","1900-2015",34.4663,-120.117,0.000394585,0.00478406,0.00213773,0.00378492,"PISCO_subtidal","PISCO_subtidal-ARROYO_QUEMADO_E-8-24",24,2010,2012,0.522616,0.198871,0.250774,0.0853444,-0.776,0.412805,-0.0641271,0.05908,0
-0.0321195,0.0491689,0.251556,-0.16263,0.0939109,-0.125303,0.0681603,-0.114617,0.0468151,-0.16178,-0.127273,-0.112081,0.0507381,0.0671339,0.0949305,"PISCO_subtidal-ASILOMAR_DC-8-26:PISCO_subtidal","Northern California",18,50,1.00097,1.005,"site_slope","Ecoregion","1900-2015",36.6322,-121.947,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-ASILOMAR_DC-8-26",26,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
-0.0281553,0.0484184,0.280444,-0.151261,0.0866765,-0.112389,0.0789596,-0.112624,0.0472533,-0.151097,-0.12117,-0.107614,0.0536988,0.0750676,0.0867465,"PISCO_subtidal-ASILOMAR_UC-8-27:PISCO_subtidal","Northern California",18,50,1.00094,1.00242,"site_slope","Ecoregion","1900-2015",36.6365,-121.946,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-ASILOMAR_UC-8-27",27,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
-0.0419369,0.0368891,0.125333,-0.138366,0.0493751,-0.113131,0.0328699,-0.0988946,0.0217491,-0.137018,-0.11856,-0.104486,0.0169471,0.0281961,0.0507371,"PISCO_subtidal-BIG_CREEK_DC-8-28:PISCO_subtidal","Northern California",18,50,1.00007,1.00193,"site_slope","Ecoregion","1900-2015",36.0691,-121.605,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-BIG_CREEK_DC-8-28",28,2001,2011,-0.017588,0.0441413,-0.0434953,0.0333453,0.00461364,0.0641277,0.0293144,0.00952341,0
-0.0264513,0.0371606,0.235111,-0.116691,0.0797882,-0.0989244,0.0463198,-0.0890255,0.0330688,-0.122848,-0.0986703,-0.0869079,0.0355475,0.0466763,0.0745779,"PISCO_subtidal-BIG_CREEK_UC-8-29:PISCO_subtidal","Northern California",18,50,1.00089,1.00103,"site_slope","Ecoregion","1900-2015",36.0692,-121.608,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-BIG_CREEK_UC-8-29",29,2001,2011,-0.017588,0.0441413,-0.0434953,0.0333453,0.00461364,0.0641277,0.0293144,0.00952341,0
-0.0321007,0.0458267,0.231111,-0.146602,0.088183,-0.12696,0.0519364,-0.108653,0.0427171,-0.149125,-0.121444,-0.109291,0.0423354,0.0584709,0.0870253,"PISCO_subtidal-BIRD_ROCK_CEN-8-30:PISCO_subtidal","Northern California",18,50,1.00058,1.00082,"site_slope","Ecoregion","1900-2015",36.5934,-121.971,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-BIRD_ROCK_CEN-8-30",30,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
-0.0282917,0.0323863,0.194444,-0.111289,0.0560783,-0.0910841,0.0342045,-0.0801516,0.0250842,-0.111105,-0.0929672,-0.0825984,0.0229933,0.0334637,0.0561412,"PISCO_subtidal-BLUEFISH_DC-8-32:PISCO_subtidal","Northern California",18,50,0.999962,1.0015,"site_slope","Ecoregion","1900-2015",36.5251,-121.949,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-BLUEFISH_DC-8-32",32,1999,2011,-0.000342037,0.0316993,-0.00484123,0.0286326,0.0321099,0.0493384,0.0327333,0.00851355,0
-0.027098,0.0338609,0.210222,-0.110463,0.0587926,-0.0875627,0.0442619,-0.0815612,0.0322316,-0.112835,-0.0941819,-0.0820787,0.0317535,0.0403184,0.0585951,"PISCO_subtidal-BLUEFISH_UC-8-33:PISCO_subtidal","Northern California",18,50,1.00042,1.00195,"site_slope","Ecoregion","1900-2015",36.5222,-121.944,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-BLUEFISH_UC-8-33",33,1999,2011,-0.000342037,0.0316993,-0.00484123,0.0286326,0.0321099,0.0493384,0.0327333,0.00851355,0
-0.0291204,0.0474253,0.265778,-0.159223,0.0975485,-0.126057,0.057101,-0.0994477,0.0534896,-0.157384,-0.123315,-0.106582,0.0471737,0.0619734,0.0997048,"PISCO_subtidal-BUCHON_CEN-8-34:PISCO_subtidal","Northern California",18,50,1.00342,1.01385,"site_slope","Ecoregion","1900-2015",35.2441,-120.901,-0.000647953,0.00455468,0.00152011,0.0037288,"PISCO_subtidal","PISCO_subtidal-BUCHON_CEN-8-34",34,2007,2011,-0.170803,0.14285,-0.00839261,0.036619,0.2224,0.252853,0.0243655,0.0395105,0
0.0297679,0.0486821,0.727556,-0.0963202,0.15377,-0.0651887,0.126646,-0.0492705,0.11145,-0.0961791,-0.0653849,-0.0506687,0.110929,0.126356,0.153287,"PISCO_subtidal-BULLITO_CEN-8-35:PISCO_subtidal","Southern California Bight",23,50,0.999902,1.00112,"site_slope","Ecoregion","1900-2015",34.4554,-120.332,0.000394585,0.00478406,0.00213773,0.00378492,"PISCO_subtidal","PISCO_subtidal-BULLITO_CEN-8-35",35,2010,2012,0.522616,0.198871,0.250774,0.0853444,-0.896,0.452643,-0.0810149,0.0692418,0
-0.0213688,0.0463539,0.328222,-0.13958,0.0968807,-0.120472,0.0600725,-0.0979443,0.0527223,-0.138323,-0.113503,-0.0978741,0.0527409,0.0689796,0.0983233,"PISCO_subtidal-BUTTERFLY_DC-8-36:PISCO_subtidal","Northern California",18,50,1.00001,1.00132,"site_slope","Ecoregion","1900-2015",36.5374,-121.936,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-BUTTERFLY_DC-8-36",36,2006,2011,-0.124319,0.084348,-0.082112,0.0703957,0.0698857,0.156593,0.0184296,0.0285458,0
-0.0295746,0.0477367,0.254889,-0.158423,0.0968584,-0.125015,0.0622336,-0.10617,0.0509529,-0.15631,-0.123767,-0.107515,0.0498223,0.0647179,0.103635,"PISCO_subtidal-BUTTERFLY_UC-8-37:PISCO_subtidal","Northern California",18,50,1.0033,1.01042,"site_slope","Ecoregion","1900-2015",36.5397,-121.936,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-BUTTERFLY_UC-8-37",37,2006,2011,-0.124319,0.084348,-0.082112,0.0703957,0.0698857,0.156593,0.0184296,0.0285458,0
-0.0308362,0.0397139,0.215333,-0.131656,0.0708636,-0.109157,0.0446288,-0.0927256,0.0348027,-0.131098,-0.108454,-0.0937933,0.0340136,0.0459579,0.071313,"PISCO_subtidal-CAMBRIA_DC-8-38:PISCO_subtidal","Northern California",18,50,1.00171,1.00703,"site_slope","Ecoregion","1900-2015",35.5679,-121.124,-0.00600301,0.00445896,-0.00206355,0.00378757,"PISCO_subtidal","PISCO_subtidal-CAMBRIA_DC-8-38",38,2002,2011,-0.0539843,0.0515176,-0.0582657,0.0361417,-0.0183152,0.0810163,0.0368838,0.00954009,0
-0.0230913,0.0392847,0.280444,-0.120513,0.081556,-0.0983816,0.0541549,-0.0900989,0.0377095,-0.123554,-0.100183,-0.0879601,0.0404852,0.0531827,0.0788361,"PISCO_subtidal-CAMBRIA_UC-8-39:PISCO_subtidal","Northern California",18,50,1.00113,1.00119,"site_slope","Ecoregion","1900-2015",35.5705,-121.127,-0.00600301,0.00445896,-0.00206355,0.00378757,"PISCO_subtidal","PISCO_subtidal-CAMBRIA_UC-8-39",39,2002,2011,-0.0539843,0.0515176,-0.0582657,0.0361417,-0.0183152,0.0810163,0.0368838,0.00954009,0
-0.0212046,0.0493798,0.332889,-0.144898,0.112957,-0.115311,0.0776596,-0.101793,0.058647,-0.148587,-0.116595,-0.101281,0.0595294,0.0767676,0.110312,"PISCO_subtidal-CANNERY_DC-8-40:PISCO_subtidal","Northern California",18,50,1.00273,1.01057,"site_slope","Ecoregion","1900-2015",36.615,-121.896,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-CANNERY_DC-8-40",40,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
-0.021917,0.0483988,0.33,-0.143424,0.101952,-0.115573,0.0722989,-0.100177,0.0558987,-0.145409,-0.115542,-0.0997071,0.0565323,0.0722786,0.100886,"PISCO_subtidal-CANNERY_UC-8-41:PISCO_subtidal","Northern California",18,50,1.00085,1.00483,"site_slope","Ecoregion","1900-2015",36.6126,-121.895,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-CANNERY_UC-8-41",41,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
-0.00740214,0.0482445,0.424444,-0.125889,0.119898,-0.101854,0.0877167,-0.0828744,0.0762198,-0.123833,-0.100339,-0.0861332,0.0734512,0.0903321,0.127287,"PISCO_subtidal-CAYUCOS_DC-8-42:PISCO_subtidal","Northern California",18,50,1.00242,1.00894,"site_slope","Ecoregion","1900-2015",35.4344,-120.947,-0.000647953,0.00455468,0.00152011,0.0037288,"PISCO_subtidal","PISCO_subtidal-CAYUCOS_DC-8-42",42,2003,2009,-0.0708128,0.0613697,-0.131423,0.0403297,0.120905,0.069044,0.0923505,0.0283633,0
-0.0176705,0.0466167,0.359111,-0.1432,0.0973716,-0.105709,0.0806158,-0.0947029,0.0583745,-0.141622,-0.113355,-0.0951737,0.0579148,0.073018,0.100194,"PISCO_subtidal-CAYUCOS_UC-8-43:PISCO_subtidal","Northern California",18,50,1.00074,1.00283,"site_slope","Ecoregion","1900-2015",35.4342,-120.95,-0.000647953,0.00455468,0.00152011,0.0037288,"PISCO_subtidal","PISCO_subtidal-CAYUCOS_UC-8-43",43,2003,2009,-0.0708128,0.0613697,-0.131423,0.0403297,0.120905,0.069044,0.0923505,0.0283633,0
-0.0274695,0.0499584,0.288444,-0.151129,0.100877,-0.121368,0.0695267,-0.0991131,0.0656117,-0.152562,-0.123966,-0.109048,0.0597622,0.067912,0.0995458,"PISCO_subtidal-CHINA_ROCK_CEN-8-44:PISCO_subtidal","Northern California",18,50,0.999523,0.999855,"site_slope","Ecoregion","1900-2015",36.5984,-121.972,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-CHINA_ROCK_CEN-8-44",44,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
0.0138244,0.0303553,0.669111,-0.0648339,0.0901616,-0.0457819,0.0716178,-0.0338128,0.0654739,-0.0647632,-0.0450928,-0.0356508,0.0640842,0.0727575,0.0903101,"PISCO_subtidal-COJO_E-8-45:PISCO_subtidal","Northern California",18,50,1.00273,1.01095,"site_slope","Ecoregion","1900-2015",34.4413,-120.417,0.000394585,0.00478406,0.00213773,0.00378492,"PISCO_subtidal","PISCO_subtidal-COJO_E-8-45",45,1999,2012,0.0043003,0.0322763,0.00556906,0.0252488,0.0476264,0.0406779,0.0342769,0.00600288,0
0.0120598,0.0299695,0.657778,-0.0620055,0.0880398,-0.0481659,0.0696368,-0.0400969,0.0601569,-0.0622876,-0.0466632,-0.0377762,0.0628021,0.0720106,0.0874375,"PISCO_subtidal-COJO_W-8-46:PISCO_subtidal","Northern California",18,50,1.00345,1.01285,"site_slope","Ecoregion","1900-2015",34.4432,-120.423,0.000394585,0.00478406,0.00213773,0.00378492,"PISCO_subtidal","PISCO_subtidal-COJO_W-8-46",46,1999,2012,0.0043003,0.0322763,0.00556906,0.0252488,0.0476264,0.0406779,0.0342769,0.00600288,0
0.023675,0.0460078,0.702667,-0.0927188,0.145516,-0.0729846,0.108018,-0.0508555,0.100734,-0.100283,-0.0683706,-0.0532864,0.0989678,0.113285,0.141805,"PISCO_subtidal-COUNTY_LINE_CEN-8-48:PISCO_subtidal","Southern California Bight",23,50,1.0009,1.00316,"site_slope","Ecoregion","1900-2015",34.043,-118.952,0.0109788,0.00539884,0.00910122,0.0040147,"PISCO_subtidal","PISCO_subtidal-COUNTY_LINE_CEN-8-48",48,2010,2012,0.830483,0.0637524,0.288155,0.131233,-0.462,0.263272,-0.0530193,0.0305514,0
-0.0328583,0.0479648,0.244,-0.143472,0.100597,-0.123801,0.0639328,-0.11343,0.0413891,-0.151854,-0.124348,-0.109555,0.0472093,0.0635784,0.0941352,"PISCO_subtidal-CROWBAR_CEN-8-49:PISCO_subtidal","Northern California",18,50,1.00047,1.00126,"site_slope","Ecoregion","1900-2015",35.2262,-120.881,-0.000647953,0.00455468,0.00152011,0.0037288,"PISCO_subtidal","PISCO_subtidal-CROWBAR_CEN-8-49",49,2007,2011,-0.170803,0.14285,-0.00839261,0.036619,0.2224,0.252853,0.0243655,0.0395105,0
-0.0325834,0.048181,0.250444,-0.160179,0.0854224,-0.128364,0.060657,-0.109922,0.0458196,-0.155778,-0.127602,-0.110598,0.0451881,0.0624839,0.093527,"PISCO_subtidal-CYPRESS_PT_DC-8-50:PISCO_subtidal","Northern California",18,50,1.00088,1.00493,"site_slope","Ecoregion","1900-2015",36.5796,-121.982,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-CYPRESS_PT_DC-8-50",50,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
-0.0235087,0.0490841,0.319778,-0.143247,0.10282,-0.119629,0.0704539,-0.100077,0.0596937,-0.144998,-0.12037,-0.105998,0.056062,0.069876,0.101429,"PISCO_subtidal-CYPRESS_PT_UC-8-51:PISCO_subtidal","Northern California",18,50,1.00215,1.00605,"site_slope","Ecoregion","1900-2015",36.5858,-121.98,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-CYPRESS_PT_UC-8-51",51,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
0.0541309,0.0487426,0.871556,-0.0645815,0.190315,-0.0378014,0.155159,-0.0275506,0.1323,-0.0706206,-0.043471,-0.0247523,0.135561,0.151236,0.18595,"PISCO_subtidal-EL_MATADOR_CEN-8-64:PISCO_subtidal","Southern California Bight",23,50,1.0015,1.00677,"site_slope","Ecoregion","1900-2015",34.0333,-118.87,0.0109788,0.00539884,0.00910122,0.0040147,"PISCO_subtidal","PISCO_subtidal-EL_MATADOR_CEN-8-64",64,2010,2012,0.830483,0.0637524,0.288155,0.131233,-0.462,0.263272,-0.0530193,0.0305514,0
-0.0183013,0.0390979,0.322889,-0.118911,0.0744435,-0.0868326,0.0688178,-0.0855266,0.0448411,-0.119452,-0.0962224,-0.0829488,0.0475278,0.0635136,0.0741531,"PISCO_subtidal-ESALEN_DC-8-65:PISCO_subtidal","Northern California",18,50,1.00073,1.00374,"site_slope","Ecoregion","1900-2015",36.1244,-121.648,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-ESALEN_DC-8-65",65,2001,2011,-0.017588,0.0441413,-0.0434953,0.0333453,0.00461364,0.0641277,0.0293144,0.00952341,0
-0.0117491,0.0366169,0.380222,-0.104907,0.0841027,-0.0827148,0.0581103,-0.0725269,0.0460643,-0.108519,-0.0826533,-0.0722216,0.0469892,0.0581672,0.0820845,"PISCO_subtidal-ESALEN_UC-8-66:PISCO_subtidal","Northern California",18,50,1.00289,1.00814,"site_slope","Ecoregion","1900-2015",36.1281,-121.653,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-ESALEN_UC-8-66",66,2001,2011,-0.017588,0.0441413,-0.0434953,0.0333453,0.00461364,0.0641277,0.0293144,0.00952341,0
-0.0315404,0.0493714,0.264,-0.159091,0.0963847,-0.128549,0.063398,-0.113099,0.0498288,-0.161522,-0.12852,-0.113434,0.0496454,0.0633791,0.093817,"PISCO_subtidal-ESTERO_CEN-8-67:PISCO_subtidal","Northern California",18,50,1.00097,1.00303,"site_slope","Ecoregion","1900-2015",35.4724,-121.03,-0.00600301,0.00445896,-0.00206355,0.00378757,"PISCO_subtidal","PISCO_subtidal-ESTERO_CEN-8-67",67,2007,2011,-0.0709548,0.1321,0.0347493,0.041373,0.1894,0.238975,0.0203481,0.0398892,0
-0.0309027,0.0485616,0.256222,-0.159756,0.0923539,-0.13008,0.0628774,-0.110706,0.0502877,-0.158951,-0.128851,-0.111909,0.0494986,0.0645646,0.0917633,"PISCO_subtidal-HARMONY_CEN-8-71:PISCO_subtidal","Northern California",18,50,0.999423,0.999645,"site_slope","Ecoregion","1900-2015",35.4964,-121.058,-0.00600301,0.00445896,-0.00206355,0.00378757,"PISCO_subtidal","PISCO_subtidal-HARMONY_CEN-8-71",71,2007,2011,-0.0709548,0.1321,0.0347493,0.041373,0.1894,0.238975,0.0203481,0.0398892,0
-0.0189504,0.0330098,0.287333,-0.10473,0.0650273,-0.0846177,0.044194,-0.0779715,0.0301675,-0.104693,-0.0842275,-0.0742206,0.0340671,0.0445981,0.0650124,"PISCO_subtidal-HOPKINS_DC-8-72:PISCO_subtidal","Northern California",18,50,1.00103,1.00432,"site_slope","Ecoregion","1900-2015",36.6236,-121.904,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-HOPKINS_DC-8-72",72,1999,2011,-0.000342037,0.0316993,-0.00484123,0.0286326,0.0321099,0.0493384,0.0327333,0.00851355,0
-0.00557034,0.0320237,0.432889,-0.0860015,0.0754622,-0.0679163,0.0561886,-0.0565505,0.0481055,-0.088759,-0.0692548,-0.0584206,0.0463782,0.0552645,0.0731739,"PISCO_subtidal-HOPKINS_UC-8-73:PISCO_subtidal","Northern California",18,50,0.999664,0.999777,"site_slope","Ecoregion","1900-2015",36.6216,-121.901,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-HOPKINS_UC-8-73",73,1999,2011,-0.000342037,0.0316993,-0.00484123,0.0286326,0.0321099,0.0493384,0.0327333,0.00851355,0
0.00161105,0.0476335,0.511778,-0.124526,0.119676,-0.0900556,0.094707,-0.070953,0.0833763,-0.123193,-0.0920404,-0.0778177,0.0769625,0.0934136,0.121341,"PISCO_subtidal-HORSESHOE_REEF_W-8-75:PISCO_subtidal","Southern California Bight",23,50,1.00159,1.00698,"site_slope","Ecoregion","1900-2015",34.3917,-119.558,0.00863048,0.00554335,0.00743939,0.0041063,"PISCO_subtidal","PISCO_subtidal-HORSESHOE_REEF_W-8-75",75,2010,2012,0.710847,0.0422849,0.288428,0.113965,-0.603,0.331207,-0.0484939,0.0415516,0
0.0277458,0.0471502,0.716667,-0.0947279,0.146463,-0.0626124,0.118577,-0.0473127,0.10711,-0.088458,-0.0623716,-0.0489677,0.106018,0.118981,0.152828,"PISCO_subtidal-IV_REEF_E-8-76:PISCO_subtidal","Southern California Bight",23,50,1.00116,1.0032,"site_slope","Ecoregion","1900-2015",34.4029,-119.865,0.00863048,0.00554335,0.00743939,0.0041063,"PISCO_subtidal","PISCO_subtidal-IV_REEF_E-8-76",76,2009,2012,0.11864,0.342433,0.0518035,0.145813,-0.1125,0.425236,0.00992483,0.0502592,0
0.0412029,0.047359,0.809333,-0.0735697,0.167941,-0.0545235,0.131188,-0.0395731,0.117448,-0.0777594,-0.051174,-0.0384018,0.118824,0.135052,0.165546,"PISCO_subtidal-IV_REEF_W-8-77:PISCO_subtidal","Southern California Bight",23,50,0.999895,1.00088,"site_slope","Ecoregion","1900-2015",34.4047,-119.876,0.00863048,0.00554335,0.00743939,0.0041063,"PISCO_subtidal","PISCO_subtidal-IV_REEF_W-8-77",77,2009,2012,0.11864,0.342433,0.0518035,0.145813,-0.1125,0.425236,0.00992483,0.0502592,0
-0.0158823,0.0307777,0.311556,-0.0990983,0.0569284,-0.0734014,0.0460284,-0.0672732,0.0337448,-0.0946057,-0.0759235,-0.0659984,0.0353946,0.0439836,0.0664818,"PISCO_subtidal-JALAMA_N-8-78:PISCO_subtidal","Northern California",18,50,1.00129,1.00179,"site_slope","Ecoregion","1900-2015",34.487,-120.501,0.000394585,0.00478406,0.00213773,0.00378492,"PISCO_subtidal","PISCO_subtidal-JALAMA_N-8-78",78,1999,2012,0.0043003,0.0322763,0.00556906,0.0252488,0.0476264,0.0406779,0.0342769,0.00600288,0
-0.0360997,0.0298207,0.108667,-0.115098,0.0405227,-0.0940253,0.0231529,-0.0856082,0.0125488,-0.114583,-0.0950356,-0.085894,0.0123745,0.0223869,0.0404088,"PISCO_subtidal-JALAMA_S-8-79:PISCO_subtidal","Northern California",18,50,1.00032,1.00286,"site_slope","Ecoregion","1900-2015",34.4808,-120.494,0.000394585,0.00478406,0.00213773,0.00378492,"PISCO_subtidal","PISCO_subtidal-JALAMA_S-8-79",79,1999,2012,0.0043003,0.0322763,0.00556906,0.0252488,0.0476264,0.0406779,0.0342769,0.00600288,0
-0.0238298,0.0491945,0.320444,-0.150819,0.101682,-0.124925,0.0698194,-0.101605,0.0603402,-0.148669,-0.121491,-0.105713,0.0568024,0.0740168,0.104435,"PISCO_subtidal-LA_CRUZ_DC-8-80:PISCO_subtidal","Northern California",18,50,1.00018,1.00234,"site_slope","Ecoregion","1900-2015",35.7104,-121.324,-0.00600301,0.00445896,-0.00206355,0.00378757,"PISCO_subtidal","PISCO_subtidal-LA_CRUZ_DC-8-80",80,2003,2008,-0.130538,0.0840698,-0.17692,0.0581347,0.0146143,0.0626945,0.0427666,0.00865101,0
-0.0304389,0.0494315,0.260667,-0.154229,0.0925206,-0.125555,0.0656804,-0.108351,0.0553179,-0.152431,-0.125207,-0.110867,0.0538623,0.0675592,0.0940936,"PISCO_subtidal-LA_CRUZ_UC-8-81:PISCO_subtidal","Northern California",18,50,0.999795,1.00068,"site_slope","Ecoregion","1900-2015",35.713,-121.325,-0.00600301,0.00445896,-0.00206355,0.00378757,"PISCO_subtidal","PISCO_subtidal-LA_CRUZ_UC-8-81",81,2003,2008,-0.130538,0.0840698,-0.17692,0.0581347,0.0146143,0.0626945,0.0427666,0.00865101,0
0.0528266,0.0479516,0.871111,-0.0731882,0.173513,-0.0409992,0.146934,-0.0213856,0.134527,-0.071269,-0.0396412,-0.0243496,0.132228,0.149443,0.176449,"PISCO_subtidal-LEO_CARRILLO_CEN-8-82:PISCO_subtidal","Southern California Bight",23,50,1.0024,1.00543,"site_slope","Ecoregion","1900-2015",34.0376,-118.922,0.0109788,0.00539884,0.00910122,0.0040147,"PISCO_subtidal","PISCO_subtidal-LEO_CARRILLO_CEN-8-82",82,2010,2012,0.830483,0.0637524,0.288155,0.131233,-0.462,0.263272,-0.0530193,0.0305514,0
0.0477213,0.0482259,0.838889,-0.0696212,0.170888,-0.0441578,0.141354,-0.0291164,0.131353,-0.0694104,-0.0439316,-0.0357391,0.126117,0.141798,0.171858,"PISCO_subtidal-LITTLE_DUME_CEN-8-85:PISCO_subtidal","Southern California Bight",23,50,1.00055,1.00203,"site_slope","Ecoregion","1900-2015",34.0049,-118.789,0.0109788,0.00539884,0.00910122,0.0040147,"PISCO_subtidal","PISCO_subtidal-LITTLE_DUME_CEN-8-85",85,2010,2012,0.830483,0.0637524,0.288155,0.131233,-0.462,0.263272,-0.0530193,0.0305514,0
-0.0300891,0.0481326,0.257111,-0.151741,0.0952367,-0.121252,0.0680015,-0.112209,0.0463244,-0.153439,-0.124335,-0.108078,0.0508369,0.0668758,0.0945524,"PISCO_subtidal-LITTLE_IRISH_UC-8-88:PISCO_subtidal","Northern California",18,50,1.00162,1.00455,"site_slope","Ecoregion","1900-2015",35.1842,-120.825,-0.000647953,0.00455468,0.00152011,0.0037288,"PISCO_subtidal","PISCO_subtidal-LITTLE_IRISH_UC-8-88",88,2007,2011,-0.170803,0.14285,-0.00839261,0.036619,0.2224,0.252853,0.0243655,0.0395105,0
-0.0242318,0.0476688,0.317333,-0.1561,0.0866465,-0.121128,0.0630135,-0.101347,0.0519107,-0.149532,-0.119889,-0.10258,0.0509464,0.0650011,0.0958255,"PISCO_subtidal-LONE_TREE_CEN-8-89:PISCO_subtidal","Northern California",18,50,1.00061,1.00376,"site_slope","Ecoregion","1900-2015",36.5664,-121.971,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-LONE_TREE_CEN-8-89",89,2007,2011,-0.0581492,0.114871,0.0292853,0.0437175,0.1984,0.210644,0.0286342,0.0426656,0
-0.0296698,0.038912,0.225556,-0.123276,0.0746796,-0.106824,0.0458736,-0.0968434,0.0320447,-0.128918,-0.10655,-0.0939099,0.0354685,0.0467254,0.0694252,"PISCO_subtidal-LOPEZ_DC-8-90:PISCO_subtidal","Northern California",18,50,1.00003,1.00104,"site_slope","Ecoregion","1900-2015",36.0222,-121.581,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-LOPEZ_DC-8-90",90,2002,2011,-0.0549809,0.0471546,-0.0697203,0.0363867,-0.015103,0.0772927,0.037726,0.0100332,0
-0.0310801,0.0372326,0.202,-0.118514,0.067098,-0.103741,0.0407097,-0.0886097,0.0348145,-0.123761,-0.102645,-0.0927874,0.0309132,0.0422303,0.0640996,"PISCO_subtidal-LOPEZ_UC-8-92:PISCO_subtidal","Northern California",18,50,0.999946,1.00159,"site_slope","Ecoregion","1900-2015",36.029,-121.582,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-LOPEZ_UC-8-92",92,2001,2011,-0.017588,0.0441413,-0.0434953,0.0333453,0.00461364,0.0641277,0.0293144,0.00952341,0
-0.0133378,0.0328953,0.336,-0.0995368,0.065828,-0.075648,0.0529907,-0.0634026,0.0454519,-0.0968058,-0.0789667,-0.0686117,0.0418318,0.0511408,0.0682889,"PISCO_subtidal-MACABEE_DC-8-97:PISCO_subtidal","Northern California",18,50,1.00185,1.00715,"site_slope","Ecoregion","1900-2015",36.6182,-121.897,-0.0113465,0.00472251,-0.00468634,0.00391757,"PISCO_subtidal","PISCO_subtidal-MACABEE_DC-8-97",97,1999,2011,-0.000342037,0.0316993,-0.00484123,0.0286326,0.0321099,0.0493384,0.0327333,0.00851355,0
